企业名称,注册资本,企业地址
青岛拓峰国际经贸有限公司,50万元人民币,青岛胶州市李哥庄镇大沽河工业园
青岛远山酒业顾问有限公司,50万元人民币,青岛市市南区东海西路48号4号楼1单元101户
青岛国力信通贸易有限公司,600万元人民币,山东省青岛市市北区福州北路133号1单元1703户(此住所仅限企业通讯联络用)
青岛荣业恒升国际商贸有限公司,100万元人民币,山东省青岛市市南区徐州路81号101户
青岛荣锦昇贸易有限公司,50万元人民币,青岛市市南区云南路293号4单元302室
青岛熠拓国际贸易有限公司,50万元人民币,青岛市市南区彰化路1号北区50栋1户
青岛盛世昌金贸易有限公司,50万元人民币,山东省青岛市胶州市兰州东路韩国城小区6号楼8号网点
青岛海诚电子材料有限公司,200万元人民币,青岛市李沧区湘潭路22号-33
青岛沃勒尔国际贸易有限公司,50万元人民币,山东省青岛市市南区东海中路17号3号楼2402室
青岛英拓贸易有限公司,50万元人民币,青岛市崂山区海尔路63号(数码科技中心1-B-2211)
青岛景宏源工贸有限公司,50万元人民币,山东省青岛市崂山区海尔路61号2号楼2309户
青岛熙坤国际贸易有限公司,50万元人民币,青岛市市南区贵州路40号1902户
青岛尚易达国际贸易有限公司,50万元人民币,山东省青岛市黄岛区井冈山路338号18楼1802号
山东中泰天宇国际贸易有限公司,200万元人民币,山东省青岛市城阳区惜福镇街道小庄社区西1000米
必艾姆可瑞亚（青岛）国际贸易有限公司,1000万元人民币,山东省青岛市胶州市九龙街道办事处朱家埠村
青岛特莱乐国际贸易有限公司,50万元人民币,山东省青岛市黄岛区银沙滩路3号1栋2单元202
青岛佳佳讯国际贸易有限公司,200万元人民币,青岛市李沧区铜川路226号2号楼2单元1202户
青岛汇润昌贸易有限公司,10万元人民币,青岛市李沧区金水路1157号15号楼3单元102
青岛霖泽国际贸易有限公司,50万元人民币,青岛市城阳区城阳街道春阳路167号盈园国际商务中心501室(仅作办公场所)
青岛完美之家贸易有限公司,100万元人民币,山东省青岛市城阳区惜福镇街道小庄社区南200米
青岛亚森特国际贸易有限公司,100万元人民币,山东省青岛市即墨市北安办事处辛庄二村
青岛英诺华生物医疗科技有限公司,100万元人民币,山东省青岛市李沧区金水路1057号47号楼3单元402
青岛色孚国际商贸有限公司,1000万元人民币,青岛市崂山区海尔路63号2号楼1101户
青岛新和泉贸易有限公司,100万元人民币,山东省青岛市黄岛区千山南路288号1栋110室
青岛银河物产生物科技有限公司,100万元人民币,青岛市市北区合肥路280号-223
青岛亚鑫顺国际贸易有限公司,100万元人民币,青岛经济技术开发区富春江路18号内9栋C区办公205室
青岛麦舟商贸有限公司,100万元人民币,青岛胶州市阜安街道办事处阜安工业园
青岛百合利佳国际贸易有限公司,100万元人民币,山东省青岛市黄岛区钱塘江路336号10栋2单元301
青岛渡商国际贸易有限公司,100万元人民币,山东省青岛市即墨市经济开发区辽河一路37号
青岛优佰思贸易有限公司,100万元人民币,山东省青岛市黄岛区长江东路888号梧桐园12号楼3单元602
青岛泰瑞特环保科技有限公司,300万元人民币,青岛胶州市阜安街道办事处阜安工业园内滨州路128号
青岛麦科森轮胎有限公司,50万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-452(商务秘书公司托管地址)(A)
青岛木子红纱进出口贸易有限公司,50万元人民币,山东省青岛市市南区山东路10号今日商务楼乙区610B-7
青岛百城旭商贸有限公司,50万元人民币,青岛市李沧区308国道639号网点
青岛皓展工贸有限公司,1000万元人民币,青岛市市南区大尧一路4号(4)4单元201户
青岛春若飞工贸有限公司,150万元人民币,青岛市城阳区夏庄街道史家泊子社区
青岛宏士德工贸有限公司,100万元人民币,山东省青岛市胶州市北关工业园浙江路5号
山东麦克斯手套销售有限公司,500万元人民币,山东省青岛市黄岛区紫金山路117栋2单元411室
青岛玛劢国际贸易有限公司,20万元人民币,山东省青岛市市北区台柳路276号2号楼2单元1802户
青岛唐三彩国际贸易有限公司,1000万元人民币,山东省青岛市李沧区重庆中路217号105-22室
青岛京武国际贸易有限公司,1000万元人民币,山东省青岛市胶州市阜安街道办事处阜安工业园滨州路638号
青岛福华源国际贸易有限公司,1050万元人民币,青岛市市南区山东路10号丙区505户
青岛瑞得尚橡胶制品有限公司,1000万元人民币,山东省青岛市黄岛区长江中路266号2栋1单元6楼603号
青岛润丰源进出口有限公司,100万元人民币,青岛经济技术开发区大公岛路1号211室
青岛新斯凯国际贸易有限公司,100万元人民币,山东省青岛市黄岛区峨眉山路396号27栋201室
青岛欧瑞特食品有限公司,66万美元,山东省青岛市平度市同和街道办事处胶平路330号
青岛康美乐贸易有限公司,1000万元人民币,青岛市黄岛区峨眉山路396号青岛光谷软件园27号楼5层B室
青岛峰文国际贸易有限公司,50万元人民币,青岛市市南区中山路44-60号1612户
青岛顺阳国际贸易有限公司,100万元人民币,青岛市市南区香港中路6号C栋0330户
青岛海陆得贸易有限公司,50万元人民币,青岛市南区延吉路117号12号楼1单元2702户
青岛卡尔电器科技有限公司,50万元人民币,青岛市崂山区株洲路143号3号楼A区105室
青岛象传国际贸易有限公司,50万元人民币,山东省青岛市黄岛区长江中路321号2单元501
青岛谷秀贸易有限公司,50万元人民币,青岛市崂山区深圳路230号2号楼612户
青岛启轩进出口有限公司,50万元人民币,青岛市市南区宁夏路121号503室
青岛聚优美品国际贸易有限公司,50万元人民币,青岛市市南区南京路110号6层602室
青岛利通合国际贸易有限公司,10万元人民币,山东省青岛市市南区香港中路100号509
青岛叶家欣茂工贸有限公司,50万元人民币,山东省青岛市胶州市李哥庄镇冷家庄村村东
青岛盈泰丰贸易有限公司,50万元人民币,青岛市市南区广西路63号2007户
青岛维俭致远国际贸易有限公司,50万元人民币,山东省青岛市市北区黑龙江南路2号乙1706户
青岛欧瑞塔科贸有限公司,50万元人民币,青岛经济技术开发区井岗山路338号1711室
青岛宏盛鑫工贸有限公司,100万元人民币,青岛市市南区太平路51号907室
青岛亨利丰国际贸易有限公司,50万元人民币,青岛市市南区鱼山路35号5户
青岛爱宝达国际贸易有限责任公司,100万元人民币,山东省青岛市胶州市胶州经济技术开发区长江路1号
青岛保富进出口有限公司,50万元人民币,山东省青岛市黄岛区烟台东七路159号
青岛佳盛国际贸易有限公司,50万元人民币,青岛市市南区太平路51号8层816房间
青岛欧尼思特进出口有限公司,50万元人民币,青岛市市南区四川路31号302室
青岛青黛进出口贸易有限公司,30万元人民币,青岛市李沧区青山路716号5号楼2单元1904户
青岛泽铭国际贸易有限公司,50万元人民币,山东省青岛市黄岛区罗浮山路227号2栋办公517室
青岛瀚元国际贸易有限公司,200万元人民币,山东省青岛市城阳区正阳路160号2号楼502
青岛文纳德冷链有限公司,500万元人民币,山东省青岛市城阳区崇阳路158号19号楼1509室
青岛华蕴千秋国际贸易有限公司,500万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-210(商务秘书公司托管地址)(A)
青岛高瓴物产有限公司,500万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-1781(商务秘书公司托管地址)(A)
青岛久浩贸易有限公司,100万元人民币,青岛市城阳区棘洪滩街道后海西社区1429户
青岛纺联物流有限公司,500万元人民币,山东省青岛市保税港区莫斯科路40号2#-3库(A)
青岛美来发制品有限公司,100万元人民币,山东省青岛市市北区寿光路3号2032室
青岛丛氏科技有限公司,100万元人民币,山东省青岛市市南区山东路10号壬江山帝景小区1号楼1单元1403
青岛金莱贝贸易有限公司,100万元人民币,青岛市市北区迎春路4号4单元102户
青岛六通橡胶工业有限公司,100万元人民币,青岛市市北区延安三路114号2单元506户
青岛东哥阿里生物技术有限公司,120万元人民币,青岛经济技术开发区长江中路226幢3206室
青岛泰亚户外用品有限公司,100万元人民币,山东省青岛市胶州市三里河街道办事处科苑路6号
青岛吉凯乐包装有限公司,150万元人民币,青岛市即墨市龙泉街道办事处龙泉河二路11号
青岛玛丽娜贸易有限公司,2000万元人民币,青岛市李沧区楼山支路6号乙
青岛兰瑟橡胶有限公司,1000万元人民币,山东省青岛市崂山区香港东路395号29号楼2单元301户
青岛俊豪兄弟贸易有限公司,500万元人民币,青岛市市北区人民路27号9层902室
山东福海湾商贸有限公司,1000万元人民币,山东省青岛市市北区兴安路29号6358室
青岛优福得进出口有限公司,1000万元人民币,山东省青岛市城阳区中城路345-2号611
青岛智博远实业发展有限公司,1000万元人民币,青岛市市南区香港中路68号25层E户
青岛硕克尔工贸有限公司,500万元人民币,山东省青岛市城阳区书云东路57号
青岛浦元工贸有限公司,10万元人民币,山东省青岛市市北区昆山路17号3号楼11层1106户
青岛博源佳品商贸有限公司,50万元人民币,青岛市市南区闽江路112号3栋2单元402户
青岛大秦川盛贸易有限公司,50万元人民币,山东省青岛市平度市明村镇赵家庄子村50号
青岛荣顺发贸易有限公司,50万元人民币,青岛市市南区仙居路29号502户
青岛泽艺盛进出口有限公司,10万元人民币,山东省青岛市李沧区重庆中路412号11栋1单元301户
青岛昂升国际贸易有限公司,50万元人民币,青岛经济技术开发区井冈山路658号1809-1室
青岛厚如国际贸易有限公司,50万元人民币,山东省青岛市黄岛区香海路7号
青岛惠和润利国际贸易有限公司,10万元人民币,青岛胶州市李哥庄镇李哥庄村
青岛精勤橡塑科技有限公司,100万元人民币,山东省青岛市崂山区深圳路166号2号楼1单元1701
青岛巴斯米伦进出口贸易有限公司,100万元人民币,山东省青岛市市北区台东五路87号6115室
青岛艾宝悦科贸有限公司,100万元人民币,山东省青岛市崂山区劲松七路228号24号楼1单元701
青岛旭日同辉贸易有限公司,50万元人民币,青岛市市北区连云港路37号3006户
青岛诺达鑫贸易有限公司,50万元人民币,青岛经济技术开发区江山南路628号内2号楼2201室
青岛敦远贸易有限公司,40万元人民币,青岛胶州市泉州南路16号14号网点
青岛锦清诚国际贸易有限公司,500万元人民币,山东省青岛市保税区莫斯科路49号二楼2010室-A119号(商务秘书公司托管地址)
青岛正利美贸易有限公司,100万元人民币,青岛胶州市胶东街道办事处前店口村
青岛融亿贸易有限公司,100万元人民币,青岛市四方区阜新路12号101
青岛长青伟业国际贸易有限公司,500万元人民币,山东省青岛市市南区肥城路26号戊358室(此场所仅限企业通讯联络用)
青岛百利诺工艺品有限公司,200万元人民币,青岛胶州市李哥庄镇李魏屯村
青岛东方韵特贸易有限公司,1000万元人民币,青岛市市北区通榆路46-30
青岛赫森曼国际贸易有限公司,5万美元,山东省青岛市市南区香港中路50号国际新闻中心三层商务中心310室
青岛海润天成贸易有限公司,1000万元人民币,青岛经济技术开发区井冈山路658号2612室
青岛圣大亨通商贸有限公司,500万元人民币,青岛市市南区汇泉路17号东海国际大厦29层2906房间
青岛沃泰弗森国际贸易有限公司,1000万元人民币,青岛市市南区山东路1号4号楼901户
福莱希化工（青岛）有限公司,200万元人民币,山东省青岛市市南区瞿塘峡路30号科技城14层T-20
青岛艾力普工贸有限公司,300万元人民币,山东省青岛市黄岛区香江路99号3栋1单元403
青岛华兴明远进出口有限公司,200万元人民币,山东省青岛市市南区香港中路50号3层309G室
青岛中造工贸有限公司,50万元人民币,青岛市市南区东海西路37号1栋33层5号房
青岛优尼森纸制品有限公司,100万元人民币,青岛市城阳区城阳街道后田社区
青岛德兴防护用品有限公司,300万元人民币,山东省青岛市市南区香港中路52号16层C6户06A
青岛凯纳特科技有限公司,50万元人民币,青岛市市南区丰田路8号11号楼1501户
青岛丝绸之路进出口有限公司,50万元人民币,青岛市城阳区流亭街道李家女姑社区
青岛韩慧尚品贸易有限公司,50万元人民币,山东省青岛市城阳区城阳街道大周村社区居委会东300米
青岛凡乐丽福国际贸易有限公司,20万元人民币,青岛市市北区福州北路139号北门1号楼1单元1806户
青岛泽谷春晓工贸有限公司,100万元人民币,青岛胶州市李哥庄镇周家村
青岛古立国际贸易有限公司,100万元人民币,山东省青岛市市南区团岛路2号102室
青岛乾盛兴进出口有限公司,600万元人民币,山东省青岛市市北区连云港路37号3619户
青岛盛信业国际贸易有限公司,50万元人民币,山东省青岛市崂山区同安路896号11号楼3单元502
青岛东南植绒设备有限公司,50万元人民币,青岛市李沧区虎山路7-75号-27
青岛丰华友信贸易有限公司,1000万元人民币,山东省青岛市市南区银川西路7号7号楼1单元1003户
青岛鑫盛汇聚实业有限公司,1000万元人民币,山东省青岛市平度市南村镇小庞家庄村
青岛三重国际贸易有限公司,1000万元人民币,青岛市黄岛区武夷山路716号616-1室
青岛美福洋国际贸易有限公司,500万元人民币,山东省青岛市崂山区同安路880号深蓝公寓3号楼116室
青岛昌思国际贸易有限公司,20万美元,山东省青岛市城阳区瑞阳路78号10号楼1单元1005
青岛海拍易购贸易有限公司,660万元人民币,山东省青岛市李沧区九水东路130号1号楼2层202-7
青岛杰地伟业国际物流有限公司,100万元人民币,青岛市崂山区仙霞岭路12号金岭花园B区3号楼1604户
青岛汇臻鲜进出口有限公司,500万元人民币,山东省青岛市市北区人民路401号13号楼3单元703室
青岛博通万江进出口贸易有限公司,500万元人民币,山东省青岛市黄岛区江山南路666号2栋1802户
青岛荣展工贸有限公司,200万元人民币,山东省青岛市黄岛区珠江路1355号2405-16室
青岛三合兴业贸易有限公司,150万元人民币,山东省青岛市胶州市三里河街道办事处澳门路333号海湾天泰金融广场小区9号楼409
青岛恩宇工业制品有限公司,10万元人民币,青岛市市北区镇江北路34号1单元102户
青岛明辉伟业金属制品有限公司,200万元人民币,青岛胶州市胶东街道办事处胶东纺织园4号路南、7号路东
青岛优泽美嘉家居用品有限公司,101万元人民币,青岛市李沧区九水东路130号3号楼8楼801室
戴维斯泰克制冷设备（青岛）有限公司,200万元人民币,山东省青岛市城阳区城阳街道正阳路国贸大厦807室
青岛德克莱因商贸有限公司,50万元人民币,山东省青岛市城阳区前旺疃社区东500米
青岛齐源成套设备有限公司,1000万元人民币,青岛市市南区徐州路98号丙2号楼613户
青岛勇金源国际贸易有限公司,1000万元人民币,青岛市黄岛区香江路126号1栋2单元1902
青岛思亿国际贸易有限公司,500万元人民币,山东省青岛市胶州市三里河街道办事处澳门路天泰金融广场9号楼603室
山东万庄建材有限公司,300万元人民币,青岛市市北区杭州路70号13号楼2单元401户
青岛朴静姬国际贸易有限公司,100万元人民币,山东省青岛市城阳区正阳路151号1号楼2层C1C2
思迈（青岛）防护科技有限公司,1000万元人民币,青岛市市北区山东路171号乙12层1201户
青岛康福达工贸有限公司,1500万元人民币,山东省青岛市即墨市大信镇任家屯村营王路66号
青岛中德生态园实业发展有限公司,5000万元人民币,中国(山东)自由贸易试验区青岛片区太白山路19号德国企业中心南区203室
青岛德基业成贸易有限公司,500万元人民币,山东省青岛市保税港区北京路45号1号库二楼265号(A)
青岛欧得瑞商贸有限公司,500万元人民币,山东省青岛市黄岛区刘公岛路8号楼309室
青岛方瑞工贸有限公司,500万元人民币,山东省青岛市崂山区海尔路63号2号楼2021户
青岛阿兰贝尔国际贸易有限公司,500万元人民币,山东省青岛市黄岛区井冈山路660号1单元3105
青岛瑞盐海洋科技有限公司,100万元人民币,青岛市市北区辽宁路127号2层273
青岛宏泰世纪材料有限公司,50万元人民币,山东省青岛市市北区阜新路12号405室
青岛正添开物产有限公司,10万元人民币,山东省青岛市市南区山东路9号1号楼1306户
青岛汉春泽工贸有限公司,50万元人民币,山东省青岛市胶州市胶东办事处南庄二村
青岛勇信祥服饰有限公司,50万元人民币,山东省青岛市市南区东海中路2号11层A1区
青岛欣慧鹏商贸有限公司,50万元人民币,山东省青岛市城阳区正阳中路151号86创客园1号楼5楼
青岛品尚互动网络营销有限公司,200万元人民币,山东省青岛市市南区东海西路37号1号楼506户
青岛奥美特贸易有限公司,50万元人民币,青岛市市南区香港中路68号(华普大厦27D室)
青岛庆东物资有限公司,1000万元人民币,青岛市四方区人民一路27号-8A
青岛利华益国际贸易有限公司,1000万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-1492(商务秘书公司托管地址)(A)
青岛世纪华冠进出口有限公司,500万元人民币,青岛市市南区秀湛二路6号2单元601户
青岛众慧德进出口贸易有限公司,600万元人民币,山东省青岛市平度市人民路83号青岛万通财富中心906室
青岛运泰可国际贸易有限公司,500万元人民币,青岛市市南区福州南路75号2号楼307户
青岛凯力特电源科技有限公司,100万元人民币,青岛市经济技术开发区井冈山路658号中建紫锦广场1714室
青岛广通中集进出口有限公司,200万元人民币,山东省青岛市崂山区海尔路61号1号楼1208
青岛保税区天立世纪国际贸易有限公司,1000万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-1001(商务秘书公司托管地址)(A)
青岛华泰通洋工贸有限公司,100万元人民币,青岛市市南区福州南路103号1207户
青岛中联东方供应链管理有限公司,500万元人民币,青岛经济技术开发区长江中路467号汇商国际2-2501室
青岛星耀捷运国际物流有限公司,500万元人民币,青岛市李沧区升平东路22号17号楼1单元302户
青岛双泓元自动化设备有限公司,100万元人民币,山东省青岛市黄岛区黄河西路44号
青岛厚德精科贸易有限公司,50万元人民币,青岛市李沧区隆昌路8号
青岛森迪亚工贸有限公司,300万元人民币,山东省青岛市崂山区辽阳东路16号19号楼一单元2103
青岛保税区绿辰进口商品直营中心有限公司,50万元人民币,青岛保税区北京路49号天悦建材城商务楼4幢6号3层
青岛玖玖亿贸易有限公司,10万元人民币,山东省青岛市城阳区双元路18号142号楼1单元802户
青岛天易泽国际贸易有限公司,110万元人民币,青岛市城阳区白沙河路55号17号楼1单元302-A(仅限办公)
青岛恒阳美迪国际贸易有限公司,50万元人民币,山东省青岛市崂山区辽阳东路12号3号楼5层502户
青岛恒锦汇国际贸易有限公司,500万元人民币,山东省青岛市黄岛区朝阳山路星河城一期一号楼1009房间
青岛阿里对外国际贸易有限公司,500万元人民币,山东省青岛市黄岛区前湾港路506号3栋厂房406室
青岛亿恺国际贸易有限公司,100万元人民币,青岛市崂山区苗岭路36号青岛国际发展中心2号楼2502房间
青岛益佳万友进出口有限公司,50万元人民币,青岛市市南区南京路126号604户
青岛亿瑞源工贸有限公司,50万元人民币,青岛即墨市龙山街道办事处大留村
青岛天外天国际贸易有限公司,50万元人民币,青岛市崂山区仙霞岭路1号甲中惠商住楼1号楼403户
青岛尼维普工贸有限公司,100万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-993(商务秘书公司托管地址)(A)
青岛安达商旅商贸有限公司,500万元人民币,青岛市李沧区青山路689号3号楼1408
青岛乐蜜食品有限公司,500万元人民币,山东省青岛市市北区福州北路139号北门2号楼804户
青岛阳合逸商贸有限公司,200万元人民币,山东省青岛市市北区蚌埠路9号1112
青岛德弘邦国际贸易有限公司,200万元人民币,青岛市市北区集贤二路42号4单元202户
青岛盛世永诚国际贸易有限公司,100万元人民币,青岛市李沧区北崂路1022号B2楼212
青岛顺诚恒业国际贸易有限公司,200万元人民币,青岛市市北区嘉善路33号10号楼3单元801户
青岛森润达贸易有限公司,200万元人民币,山东省青岛市保税区莫斯科路40号办公楼211室
青岛宏鼎索具有限公司,50万元人民币,山东省青岛市崂山区海尔路178-2号2号楼1305户
青岛信商云盟国际贸易有限公司,100万元人民币,山东省青岛市市南区镇江南路5号A-014
青岛盛华成国际物流有限公司,500万元人民币,山东省青岛市黄岛区长江中路196号楼二单元2002室
青岛玛速驰贸易有限公司,7万美元,山东省青岛市保税港区北京路43号办公楼二楼209室-078(A)
青岛盛瑞德实业有限公司,300万元人民币,青岛市崂山区株洲路153号2号楼1005、1006号房间
青岛立盛玩具厂,,青岛市胶州市九龙办事处大西庄西村
青岛特普讯国际贸易有限公司,50万元人民币,山东省青岛市保税港区北京路45号东办公楼一楼-1902(商务秘书公司托管地址)(A)
青岛通利联合贸易有限公司,50万元人民币,青岛市市南区珠海支路2号远洋滨海花园7栋4单元102户
青岛银河水贸易有限公司,50万元人民币,青岛市城阳区夏庄街道308国道189号国际工艺品城3层B-142号
青岛九歌科技有限公司,50万元人民币,山东省青岛市市北区重庆南路99号海尔时代广场8号楼一单元1803户
青岛恒威安全设备有限公司,200万元人民币,青岛市市北区延吉路66号1栋网点戊户
青岛丝丝呵护商贸有限公司,200万元人民币,山东省青岛市市南区宁夏路329号8栋3单元502室
青岛居家祥工贸有限公司,400万元人民币,山东省青岛市黄岛区灵海路39号
青岛宝通新材料科技有限公司,200万元人民币,青岛市市北区兴安路29号3496室
青岛佰润特金属制品有限公司,200万元人民币,山东省青岛市崂山区海尔路63号2号楼1714户
赛奥生物科技（青岛）有限公司,500万元人民币,山东省青岛市胶州市三里河街道办事处香港西路387号
青岛茂凯服装贸易有限公司,100万元人民币,山东省青岛市黄岛区水灵山路(原灵山路268号)樱珠苑3号楼206室
青岛蓓业兴进出口有限公司,500万元人民币,山东省青岛市市南区宁夏路112号3栋3单元501户
青岛忠霖盛世国际贸易有限公司,1000万元人民币,山东省青岛市黄岛区井冈山路660号1单元3102室
青岛宝恩商贸有限公司,150万元人民币,山东省青岛市市南区旌德路26号1号楼3单元712户
青岛邦道国际贸易有限公司,500万元人民币,青岛保税区东京路64号3065号
青岛大欣盛实业有限公司,1000万元人民币,青岛市市南区东海西路37号3栋17层7户
青岛格莱斯特国际贸易有限公司,300万元人民币,山东省青岛市黄岛区长江西路177号长江国际1603室
青岛紫晶电子科技有限公司,500万元人民币,青岛市市北区山东路111号2号楼1单元2004户
青岛永姿兰科技有限公司,100万元人民币,山东省青岛市市北区商河路24号A栋
泛美星航全球货运有限公司,5000万元人民币,山东省青岛市保税港区上海路25号富润楼1108室(B)
青岛真都实业有限公司,1000万元人民币,山东省青岛市城阳区青大工业园臻园路8号
青岛宝瑞长盛工贸有限公司,50万元人民币,山东省青岛市保税港区北京路49号天悦建材城商务楼7幢8号201室
青岛特锐菲克化妆品有限公司,100万元人民币,山东省青岛市保税区北京路63号天智国际大厦3层306室
青岛海利容贸易有限公司,100万元人民币,青岛市市南区福州南路9号新世界大厦5号南向519乙
青岛龙佑汝贸易有限公司,100万元人民币,山东省青岛市胶州市三里河街道办事处云翔卡纳源筑9号楼1单元1403室
青岛汇创玻璃科技有限公司,200万元人民币,青岛市市北区同德路77号5号楼1单元501户
青岛农慧源国际贸易有限公司,200万元人民币,山东省青岛市黄岛区长江东路443号福瀛大厦2606
青岛罗德斯菲供应链有限公司,500万元人民币,山东省青岛市市南区延安三路234号1号楼46层
青岛中海鸿州国际贸易有限公司,300万元人民币,青岛经济技术开发区庐山路127号全幢364室
山东海丰永顺进出口有限公司,300万元人民币,青岛市市南区东海西路15号23层A户
青岛龙天翔进出口贸易有限公司,100万元人民币,山东省青岛市高新区新悦路57号二楼
青岛铭柏源进出口有限公司,100万元人民币,山东省青岛市黄岛区衡山路366号内5号楼1单元101户
青岛易美科进出口有限公司,100万元人民币,山东省青岛市市南区东海一路2-1号-A20号
青岛丰润天安工贸有限公司,300万元人民币,山东省青岛市黄岛区华顶山路19号1单元205
青岛立峰外贸综合服务有限公司,100万元人民币,山东省青岛市即墨市岙兰路668号信合小区1号楼2-101户
青岛牟天立贸易有限公司,50万元人民币,青岛市市北区错埠岭二路29号3单元202户
青岛维恩斯进出口贸易有限公司,100万元人民币,青岛市市北区昆山路17号《燕归堂》1号楼4层401户
青岛中昊嘉泰贸易有限公司,100万元人民币,青岛市胶州市澳门路333号海湾天泰金融广场小区5号楼二层西
青岛正鸿源国际贸易有限公司,100万元人民币,山东省青岛市黄岛区嘉陵江西路425号青岛滨海学院昌德楼803-5室
青岛阳光诚信国际贸易有限公司,100万元人民币,山东省青岛市胶州市三里河街道办事处澳门路333号天泰金融广场9号楼6楼611室
青岛伟祥恒泰进出口有限公司,100万元人民币,山东省青岛市市南区中山路12号易捷商务宾馆4楼F05房间
青岛山诺万合农业科技有限公司,880万元人民币,青岛胶州市阜安工业园泉州路西侧
青岛六和通达进出口有限公司,150万元人民币,山东省青岛市黄岛区阿里山路101号东方花园9号别墅
青岛永富华国际贸易有限公司,10万元人民币,山东省青岛市胶州市兰州东路437号云溪花园小区公安综合楼5号网点
青岛米嘎嘎妆园化妆品进出口有限公司,50万元人民币,青岛市市北区延安三路114号1单元707户
青岛泽仲兄弟物流有限公司,100万元人民币,青岛市市南区瞿塘峡路19号2504户
青岛百通格润国际贸易有限公司,50万元人民币,山东省青岛市胶州市澳门路186号锦源新街坊32号楼301户
天泽联投（青岛）机电科技有限公司,10万元人民币,山东省青岛市市北区敦化路328号中铁诺德广场A座1801-3
青岛辛巴达贸易有限公司,50万元人民币,山东省青岛市城阳区正阳路205号1号楼办公1223
青岛信之商国际贸易有限公司,50万元人民币,青岛市市南区香港中路73号C幢12-K室
青岛长堃商贸有限公司,50万元人民币,山东省青岛市城阳区流亭街道双元路16号152号楼101室
青岛万城物资有限公司,200万元人民币,山东省青岛市高新区和源路36号3号楼2502室
青岛大道品牌管理有限公司,50万元人民币,山东省青岛市市南区香港中路18号福泰广场A901户
青岛青昊嘉工贸有限公司,50万元人民币,山东省青岛市市南区宁夏路243号1号楼702
青岛品尚源国际贸易有限公司,500万元人民币,山东省青岛市市南区香港中路169号天虹大厦1204室
青岛速锐德贸易有限公司,200万元人民币,青岛市市北区威海路352号甲101
青岛丰禾佳圆商贸有限公司,50万元人民币,青岛市市北区金沙路12号-7单元1层1层户
青岛瑞丰特建材有限公司,10万元人民币,山东省青岛市市北区同乐路687号601户
青岛润熙国际贸易有限公司,100万元人民币,青岛市市南区金坛支路8号201户
青岛墨池国际贸易有限公司,3万元人民币,青岛市市北区山东路118号3号楼1单元1302户
青岛杰仕达国际贸易有限公司,50万元人民币,山东省青岛市胶州市三里河街道办事处宝龙城市广场小区15号楼办公1906户
青岛芬陀利华商贸有限公司,50万元人民币,山东省青岛市市南区福州南路99号甲5楼8517室
青岛兴润晟达经贸有限公司,50万元人民币,山东省青岛市崂山区合肥路856号4号楼1单元1302户
山东欧普瑞生物科技有限公司,300万元人民币,山东省青岛市市南区徐州路98号1号1单元601户
青岛天源医疗科技有限公司,500万元人民币,山东省青岛市市南区香港中路41号318F室
青岛捷安凯国际贸易有限公司,100万元人民币,山东省青岛市城阳区兴阳路706号1号楼812
青岛秀尔姿国际贸易有限公司,100万元人民币,山东省青岛市市南区东海一路2-1号-B68
青岛盛善博商贸有限公司,100万元人民币,山东省青岛市黄岛区峨眉山路396号3号楼221室
青岛思恩禧国际贸易有限公司,100万元人民币,山东省青岛市胶州市三里河办事处宝龙城市广场15栋办公单元7楼707
青岛澳博华商贸有限公司,100万元人民币,山东省青岛市黄岛区嘉陵江东路397号保利林语镜8号楼2单元101户
青岛沃奇国际贸易有限公司,100万元人民币,山东省青岛市市北区通山路11号2067室
青岛联合海岸贸易有限公司,100万元人民币,青岛市黄岛区红石崖街道办事处龙泉河东社区100号
青岛弗洛克卡特汽车服务有限公司,100万元人民币,山东省青岛市市北区重庆南路206号3号楼137室
青岛安赛夫工贸有限责任公司,100万元人民币,山东省青岛市黄岛区漳江路6号2栋1单元1004
青岛洛克菲勒进出口有限公司,1000万元人民币,山东省青岛市胶州市海尔大道69号胶邦里仁创业和科技孵化基地
青岛海川高科贸易有限公司,100万元人民币,山东省青岛市黄岛区庐山路6号瑞源国际3号楼2403
青岛盛泰臻国际贸易有限公司,1060万元人民币,山东省青岛市即墨市田横镇岛里街122号
青岛恒益旺贸易有限公司,1000万元人民币,青岛市市南区金坛路32号3号楼17层1704户
青岛东宝莱贸易有限公司,100万元人民币,山东省青岛市黄岛区双珠路676号麟瑞商务广场1503
青岛永联恒润贸易有限公司,100万元人民币,青岛经济技术开发区渭河路517号A263室
青岛赛思海拓商贸有限公司,100万元人民币,山东省青岛市保税港区北京路63号天智国际大厦305室
青岛展秀实业有限公司,1000万元人民币,山东省青岛市胶州市胶莱镇中王珠村
青岛吉鲁昊东进出口有限公司,150万元人民币,山东省青岛市黄岛区灵山岛街62号5单元202
青岛佳桦斯林国际贸易有限公司,3000万元人民币,山东省青岛市市北区绍兴路66号5号楼北区101室
青岛巨成科贸有限公司,200万元人民币,山东省青岛市市北区昆山路17号3号楼2304户
