企业名称,注册资本,企业地址
南京立聪堂听觉康复有限公司宜兴宜城分公司,,宜兴市宜城街道土杂商住楼1幢118室
四季君康健康科技无锡有限公司,200万元人民币,无锡市兴源北路818号A幢202-135
无锡依布制衣有限公司,1500万元人民币,无锡市惠山区堰桥街道西漳塘头村塘新路9号(经营场所:无锡市惠山区堰桥街道西昌路11-6号)
江苏百佳惠瑞丰大药房连锁有限公司宜兴宜城店,,宜兴市宜城街道太滆东路139号
无锡三品堂医药连锁有限公司硕放店,,无锡市新吴区硕放南星二路61号
江苏阳生生物股份有限公司,3427万元人民币,江阴市滨江开发区定山路10号
无锡治养结合中医诊所有限公司,50万元人民币,无锡市锡山区东亭桑达园小区89-2底层
江苏中康量子科技有限公司,2000万元人民币,无锡市惠山区堰新路333-3
无锡洛菲浠美容咨询有限公司,201万元人民币,无锡市梁溪区上马墩街道上马墩路152号3459
江阴市珍视亮眼视力保健服务有限公司,201万元人民币,江阴市河北街389号
宜兴市百信大药房有限公司环科园店,,宜兴市环科园新城路文昌花园19幢16号
无锡市泽运达物资贸易有限公司,1000万元人民币,无锡市惠山区堰桥街道仓桥头
无锡梅园护理院有限公司,2000万元人民币,无锡市滨湖区梅园十八湾路19-35号
无锡陶氏生物科技有限公司,200万元人民币,无锡市锡山区东安路273-308
江阴海洋美容科技有限公司,5000万元人民币,江阴市弘扬广场289号810-812室
无锡正和众泰医药连锁有限公司新明店,,无锡市锡山区东亭街道诺卡花园1-1
无锡易尔美美容科技有限公司,200万元人民币,无锡市梁溪区五爱家园66号二层
无锡烨辉医药连锁有限公司永泰店,,无锡市滨湖区梅园徐巷20号-1
江阴和圣生物技术有限公司,200万元人民币,江阴市滨江西路2号2幢103室
无锡享美生物科技有限公司,201万元人民币,无锡市新天地休闲广场1-707
南京立聪堂听觉康复有限公司无锡中山路分公司,,无锡市梁溪区中山路119号
无锡汇华强盛医药连锁有限公司梅村大药房,,无锡市新吴区梅村梅苑路85号
无锡天和祥大药房有限公司,200万元人民币,无锡市滨湖区太湖街道梁南苑7-4-1
无锡康睿达健康管理有限公司,1000万元人民币,无锡市五爱北路58号16楼
无锡市南卫医药商店有限公司,50万元人民币,无锡市广瑞路892号
无锡市盛世康源大药房有限公司,30万元人民币,无锡市惠山区钱桥藕塘藕洛路65
无锡市中齐生物科技有限公司,50万元人民币,无锡市滨湖区景丽东苑12号
无锡市伟鑫医药科技有限公司,888万元人民币,无锡市梁溪区广南路313-1506
无锡欣洋国际贸易有限公司,201万元人民币,无锡市阳光城市花园B区9号1019
无锡菲兰爱尔空气质量技术有限公司,1115.2万元人民币,无锡市新吴区新泰路8号江苏国际技术转移中心(中国无锡留学人员创业园B区)B楼8F
江苏天安生物制药有限公司,618万元人民币,无锡市滨湖区锦溪路99号江南大学国家大学科技园102-6室
江阴市初露健康管理有限公司,300万元人民币,江阴市长江路777号7号楼一楼
无锡博赛生物科技有限公司,150万元人民币,无锡市滨湖区马山梅梁路138号
无锡超波生物科技有限公司,100万元人民币,无锡市五爱路18-405
无锡朝阳医药连锁有限公司东兴路店,,无锡市锡山区安镇街道东兴路79号
无锡美杜莎医院管理有限公司,100万元人民币,无锡市广益路311-2001
无锡希拉瑞莉生物医药科技有限公司,100万元人民币,无锡市南长区五星家园258号1375室
无锡惠尔康信息技术服务有限公司,30万元人民币,无锡市南长区水车湾2号
无锡颐鹤生物科技有限公司,100万元人民币,无锡市梁溪区锡沪东路401-1103
无锡恒源康生物科技有限公司,100万元人民币,无锡市惠山区前洲街道北七房村
宜兴市天健医药连锁有限公司川埠宝阳路药店,,宜兴市丁蜀镇川埠江南市场
无锡美得森医药科技有限公司,500万元人民币,无锡市广瑞路555号1002室
江苏孝仁堂生物科技有限公司,1000万元人民币,无锡市梁溪区中山路688-02
江苏尚红医药科技有限公司,1000万元人民币,无锡市新吴区旺庄东路98-20
无锡贝塔医药科技有限公司,1273.91万元人民币,江阴市城东街道东盛西路6号(扬子江生物医药加速器C7幢)
江阴市锋鸿机械有限公司,320万元人民币,江阴市利港街道利康东路15号
江阴市成康防护用品有限公司,200万元人民币,江阴市月城镇冯泾路18号
无锡贝尔健生物科技有限公司,50万元人民币,无锡市梁溪区锡沪家艺中心4-1415
江阴惠友骨科医院有限公司,3000万元人民币,江阴市东外环路265号
江阴雨汐生物科技有限公司,100万元人民币,江阴市砂山路85号A座505室
无锡新杰盛贸易有限公司,600万元人民币,无锡市滨湖区锦溪路100号
无锡康仕莱生物科技有限公司,215万元人民币,无锡市梁溪区优谷商务园39-1422
江阴市汉唐中医养生文化传播有限公司,20万元人民币,江阴市临港街道兴港路339号
常州国大和润药房连锁有限公司无锡锡辉店,,无锡市滨湖区雪浪街道雪溪苑A区商铺22-1
无锡医尔缘皮肤护理有限公司,50万元人民币,无锡市锡山区东亭街道二泉东路238号
无锡优鲜配供应链管理有限公司,50万元人民币,无锡市梁溪区华云路金安盛物流B区72-74号
无锡撒满健康管理有限公司,100万元人民币,无锡市梁溪区学前东路789-6378
无锡顺康纳商贸有限公司,100万元人民币,无锡市新吴区湘江路2-2-823
无锡市德冠精密组件有限公司,500万元人民币,无锡市滨湖区隐秀路813-1518
江苏华创医用数据实验室有限公司,1000万元人民币,江阴市澄江中路159号F1305
无锡四叶草生物科技有限公司,100万元人民币,无锡市梁溪区上马墩路158号359室
无锡乐赐特种纺织有限公司,300万元人民币,无锡市新吴区观山路1号(超骏大厦)第2层217室
无锡德丰堂生物科技有限公司,50万元人民币,无锡市梁溪区学前东路789-7202
无锡易生元健康管理咨询有限公司,200万元人民币,无锡市旺庄路186-2
无锡重阳宫生物科技有限公司,100万元人民币,无锡市惠山区钱桥街道盛岸西路498
翰思医药科技无锡有限公司,500万元人民币,无锡市滨湖区滨湖街15号蠡湖科研大厦第二十一层
无锡市岳立电子科技有限公司,600万元人民币,无锡市新吴区清源路20号立业楼D栋102
江阴辰月堂保健服务有限公司,20万元人民币,江阴市天庆路328号
无锡环球星企业管理有限公司,1000万元人民币,无锡市新吴区长江路4号-2
江苏康之宁医药连锁有限公司,5000万元人民币,无锡市广瑞路555号宝锡大厦裙房一层1001室
江苏海鹏医药连锁有限公司城中大药房,,江阴市中山北路27号
梁溪区张媛按摩店,1万元人民币,无锡市颐和湾公寓8-3
江阴市身通养生保健器材有限公司,50万元人民币,江阴市西大街64号
无锡金投通商融资租赁有限公司,28000万元人民币,无锡市新区震泽路18号无锡软件园水瓶座306室
无锡妃尚形象策划有限公司,50万元人民币,无锡市人民中路123-2410
宜兴市湖父镇杏林中西药房有限公司,5万元人民币,宜兴市湖父镇花园小区3-4号
无锡市诚志大药房有限公司,2万元人民币,无锡市滨湖区建筑路398号大统华超市一楼
宜兴清淼电子商务有限公司,200万元人民币,宜兴市新街街道海德名园119号1002室(住宅)
无锡朝阳医药连锁有限公司阳光店,,无锡市梁溪区红星路312号
宜兴市天健医药连锁有限公司范道药店,,宜兴市高塍镇范道范兴路
无锡市诚百孝商贸有限公司,100万元人民币,无锡市春申路1-36号201室
无锡康达非急救转运服务有限公司,500万元人民币,无锡市梁溪区惠麓东苑8号721
无锡恒健医药科技有限公司,500万元人民币,无锡市滨湖区胡埭镇鸿翔村人民西路81号
无锡朝阳医药连锁有限公司仙河店,,无锡市滨湖区仙河苑小区门面房472(1-4)号
无锡齿美康口腔门诊有限公司,30万元人民币,无锡市新吴区鸿山街道锦鸿路22号
江苏玉蛤堂生物科技有限公司,5000万元人民币,江阴市云顾路龙泉生态园
无锡滨湖瑞康宁养老护理有限公司,5万元人民币,无锡市滨湖区蠡溪路525号
无锡市佳恩睿科技有限公司,50万元人民币,无锡市梁溪区中山路359号16层M单元
无锡跃年轻生物科技有限公司,20万元人民币,无锡市梁溪区兴源北路401号北创科技园一期大楼2312-8室
无锡朝阳医药连锁有限公司芦庄店,,无锡市芦庄三区30-1号
无锡汇胜医药科技有限公司,200万元人民币,无锡市梁溪区清扬路189号8630
江阴市普铭生物科技有限公司,500万元人民币,江阴市江城家园5号
无锡雅臣生物科技有限公司,30万元人民币,无锡市梁溪区锡澄路圆融广场260-1单元18层1806号
无锡昊宇医药咨询服务有限公司,10万元人民币,无锡市梁溪区广益路291-1306
宜兴市金百灵平价大药房有限公司,10万元人民币,宜兴市万石镇西园小区商住楼180号、181号、182号
无锡锦泰缘生物科技有限公司,100万元人民币,无锡市绣溪路58号-23-515
无锡道生中医诊所有限公司,50万元人民币,无锡市滨湖区湖滨路1289-117
北京谭理祥糖尿病中医研究院江阴分院,,江阴市健民巷68号
江阴恒康生物科技有限公司,500万元人民币,江阴市砂山路85号A704-705室
常州国大和润药房连锁有限公司无锡康乐店,,无锡市锡山区安镇街道鑫安路411号
江阴斗大浩医药信息咨询有限公司,100万元人民币,江阴市人民西路309号2006
无锡仪式感美瞳眼镜有限公司,50万元人民币,无锡市滨湖区金石路88号B1层40号商铺
无锡市群东物资有限公司,580万元人民币,宜兴市官林镇工业A区
江阴市维德塑业贸易有限公司,100万元人民币,江阴市徐霞客镇璜东村康厚里东首
无锡希瑞生命科技有限公司,3420万元人民币,无锡市解放南路727号富安大厦第15层
无锡市健康亿家商贸有限公司,50万元人民币,无锡市惠龙新村268-17、18、19号
无锡市贵鲲科技有限公司,50万元人民币,无锡市新吴区新泰路8号江苏国际技术转移中心(中国无锡留学人员创业园B区)综合楼1301
江阴市孝诚健康管理有限公司无锡张泾分公司,,无锡市锡山区锡北商城北路T05房东面壹间
无锡康安生物科技有限公司,50万元人民币,无锡市滨湖区太湖西大道1898-1102
无锡玉屏风生物科技有限公司,10万元人民币,无锡市新区长江北路28-1
无锡博迈基因生物科技有限公司,201万元人民币,无锡市凤翔北路29号1号楼108室
无锡赛尔金生物科技有限公司,100万元人民币,无锡清源路18号太湖国际科技园传感网大学科技园530大厦D503号
无锡洁丝生物科技有限公司,500万元人民币,无锡市锡山区云林街道杨亭社区居委
无锡凯威生物技术有限公司,20万元人民币,无锡市滨湖区建筑西路777号A10幢1层1905
无锡德美康生物技术有限公司,50万元人民币,无锡市梁溪区春申路58-6F1
无锡鸣亿化妆品有限责任公司,3万元人民币,无锡市广益路291-811
无锡颜晶娜美容服务有限公司,500万元人民币,无锡市惠山区天池路216
无锡市康达药店,20万元人民币,无锡市清扬路299号
无锡多泰多商贸有限公司,81万元人民币,无锡市梁溪区锡澄路268号(无锡朝阳粮油市场有限公司商业房综北10号)
无锡舒路得贸易有限公司,50万元人民币,无锡市新吴区金城大厦1-2212、2213
无锡市曼昵诗美容技术研究院,20万元人民币,无锡市惠山区钱桥盛岸西路隆泉园80号305-306
南京立聪堂听觉康复有限公司无锡学前东路分公司,,无锡市梁溪区学前东路89号-1
无锡市汇德养老发展有限公司,2800万元人民币,无锡市滨湖区绣溪路50号3号楼317-5室
宜兴市至臻生物科技有限公司,10万元人民币,宜兴市宜城街道荆溪中路533、535号
无锡仁信大药房有限公司,10万元人民币,无锡市太湖国际一街区80-104
无锡恒景生物科技有限公司,200万元人民币,无锡市梁溪区广益路291-1875
无锡市永尔欣贸易有限公司,200万元人民币,无锡市锡山区东北塘镇裕巷村
宜兴市良溪大药房有限公司,5万元人民币,宜兴市宜城街道荆溪新村
无锡金首化妆品有限公司,10万元人民币,无锡市梁溪区锡澄路260-1号圆融发展中心3F306
无锡妙诚生物科技有限公司,50万元人民币,无锡市红星路216号内1563
江阴康满堂生物科技有限公司,300万元人民币,江阴市春申路251、253号
无锡市凯邦机械有限公司,55万元人民币,无锡市惠山区无锡西站物流园区洛神路5号
无锡金玉玲珑金属科技有限公司,500万元人民币,无锡市稻香新村14-15号
无锡市伟嘉环保设备有限公司,1500万元人民币,无锡市胡埭私营经济园B区18号
无锡市香梅大药房有限公司,30万元人民币,无锡市新吴区梅村泰伯花苑398-155.156
江苏云共享医药科技有限公司,1000万元人民币,无锡市滨湖区山水西路8山水花苑4-101室
无锡乐合母婴用品有限公司,50万元人民币,无锡市惠山区堰桥街道天润园8-11
宜兴超盈电子科技有限公司,1000万元人民币,宜兴市徐舍镇长福村、美栖村
无锡三品堂医药连锁有限公司清扬店,,无锡市梁溪区五星家园124-7
无锡黑度眼镜有限公司,3万元人民币,无锡市汉昌北街29-55、56号
江苏森之林生物科技有限公司,1000万元人民币,宜兴市宜城街道东虹路113号宜兴万达中心写字楼
江阴市居锦熙生物科技有限公司,10万元人民币,江阴市环城东路69号
无锡圆心大药房有限公司,100万元人民币,无锡市梁溪区五星家园231-6号南侧
无锡丽可贸易有限公司,100万元人民币,无锡市解放北路16号1109室
江苏赛福利生物科技有限公司,1000万元人民币,无锡市高浪东路999-8-A1-301-315
再生源（无锡）生物医药技术有限公司,220万元人民币,无锡市滨湖区马山梅梁路139号
无锡三品堂医药连锁有限公司景丽东苑店,,无锡市中南西路景丽东苑26号
江阴云科电子有限公司,200万元人民币,江阴市城东街道沿河街43号
无锡华奇生物科技有限公司,500万元人民币,无锡市锡山经济技术开发区云林街道新竹路2号
宜兴市乐美康贸易商行,5万元人民币,宜兴市宜城街道人民中路273号物资大厦七楼
宜兴市罗尼娅商贸有限公司,82万元人民币,宜兴市新街街道龙池路西花园五村A2楼104室
常州国大和润药房连锁有限公司无锡周新苑店,,无锡市滨湖区周新苑三期461-11号
无锡太姆山白茶有限公司,201万元人民币,无锡市滨湖区五三零大厦1号五层
无锡荣邦贸易有限公司,50万元人民币,无锡市滨湖区胡埭镇商贸街11号
无锡汉尔颐商贸有限公司,3万元人民币,无锡市南长区妙光街101
无锡金芒果医药科技有限公司,50万元人民币,无锡市滨湖区山明四村7-3号
无锡金芝堂中医诊所有限公司,50万元人民币,无锡市独月路1号大箕山商业广场商铺1067A
江阴德月食品贸易有限公司,100万元人民币,江阴市利港街道西石桥北街35号
无锡利西亚眼镜有限公司,100万元人民币,无锡市新吴区长江北路273-61
无锡美杰克贸易有限公司,10万元人民币,无锡市太湖西大道2288-1701
无锡筋骨道美容有限公司,5万元人民币,无锡市梁溪区建筑东路29号
无锡菁源贸易有限公司,100万元人民币,无锡市梁溪区金河湾家园62单元
无锡泰伯生物科技有限公司,200万元人民币,无锡新吴区新华路101-512
无锡简玺生物科技有限公司,700万元人民币,无锡市新吴区龙山路4号C幢201
无锡昱昇商贸有限公司,30万元人民币,无锡市经济开发区玉兰花园68-7-2
江阴慧澄健康养老产业管理服务有限公司,50万元人民币,江阴市通江北路85号2603室(汇鑫大厦)
无锡市集星机械有限公司,55万元人民币,无锡市惠山区洛社镇六龙社区吴湾里
无锡科达明眼镜有限公司,5万元人民币,无锡市中山路397、399-101
江阴锐士医药科技有限公司,200万元人民币,江阴市砂山路85号百桥生物科技园A座607室
无锡荣宝管理咨询有限公司,50万元人民币,无锡市滨湖区恒华科技园16幢5楼
无锡市玖号药铺有限公司,100万元人民币,无锡市新吴区新安朗诗邻里荟一层114号
无锡衡轻松健康科技发展有限公司,100万元人民币,无锡市工艺桥1号9幢316-307
杰因生物科技（无锡）有限公司,500万元人民币,无锡惠山经济开发区惠山大道1699号六号楼一层
无锡品誉医院管理有限公司,100万元人民币,无锡市梁溪区蜻蜓浜5号A8302室
无锡汉方博远生物技术有限公司,200万元人民币,无锡市梁溪区广瑞路1288-312
无锡微色谱生物科技有限公司,500万元人民币,"江阴市砂山路85号B217,219,220,221,222,223"
江阴京鸿投资有限公司,500万元人民币,江阴市东外环路9号E座503室-2
无锡百奥济康生物科技有限公司,200万元人民币,无锡市新吴区菱湖大道97-1兴业楼C514室
源美健康管理有限公司,5000万元人民币,无锡市梁溪区新欧风花园21-1010
宜兴市新街街道百信药业有限公司,5万元人民币,宜兴市新街街道龙池路丰泽苑3-16、3-17号
无锡山禾博达医药有限公司,500万元人民币,无锡市高邓路18号三楼
江阴市康乃馨医药连锁有限公司,50万元人民币,江阴市华士镇环西路12号
无锡众慧健康服务有限公司,200万元人民币,"无锡市人民西路49,51-112"
宜兴市任氏堂食品有限公司,10万元人民币,宜兴市徐舍镇南星村西迈步
宜兴市贵友大药房有限公司,58万元人民币,宜兴市丁蜀镇川埠村
无锡茂烨生物科技有限公司,201万元人民币,无锡市梁溪区广益路291-1521
无锡浦丰医院管理有限公司,100万元人民币,无锡市梁溪区蜻蜓浜5号A8301室
爱达索科技（无锡）有限公司,100万美元,无锡市新吴区硕放薛典南路东侧地块办公大楼一楼103办公室
无锡烨辉医药连锁有限公司文德店,,无锡市中南路55-2、55-3号
无锡亲和一家养老产业发展有限公司刘潭分院,,无锡市梁溪区锡澄路311号
滴石健康管理无锡有限公司,200万元人民币,无锡市新吴区金城东路299号五洲国际工业博览城297栋3244-3247号
江阴市嘉里仁宠物有限公司,20万元人民币,江阴市毗陵东路675号677号
无锡瑞肤尼生物科技有限公司,50万元人民币,无锡市学前东路789号102室
江苏曙吉医药贸易有限公司,1000万元人民币,江阴市璜土镇小湖路5号
江苏天汇苏民投健康产业投资管理有限公司,1000万元人民币,无锡市锡山区安镇街道丹山路78号锡东创融大厦A座1518室
江阴市助康助听器有限公司,2万元人民币,江阴市寿山路108号
无锡三众至东贸易有限公司,300万元人民币,无锡经济开发区嘉业财富中心8-2305
江阴市创汇机械有限公司,500万元人民币,江阴市周庄镇华宏村周茂路1号
无锡市康之杰大药房,15万元人民币,无锡市惠山区洛社镇正明村许唐巷
苏州民健医药连锁有限公司无锡水岸街店,,无锡市锡山区安镇街道水岸佳苑安置房小区A区水岸街87号、89号
苏州民健医药连锁有限公司无锡张泾店,,无锡市锡山区锡北镇张泾西新路21-2号
江阴市肖氏眼镜有限公司,10万元人民币,江阴市万达广场152号
江苏大众医药连锁有限公司青阳店,,江阴市青阳镇人民东路113号
无锡立亿租赁有限公司,5000万元人民币,无锡市新吴区新光嘉园8-1号四楼323室
善觅（无锡）生物科技有限公司,500万元人民币,无锡市新吴区清源路18号大学科技园530大厦A408-10
宜兴市康满堂生物科技有限公司,180万元人民币,宜兴市新街街道环保科技工业园绿园路228号
江阴市和美夕阳预包装食品有限公司,300万元人民币,江阴市春晖路163号
无锡莱浦仪器设备有限公司,100万元人民币,无锡市新吴区硕放街道红光村
无锡法高国际贸易有限公司,300万元人民币,无锡市阳春巷30负一层
无锡润禾生物科技有限公司,100万元人民币,无锡市嘉业财富中心8-2514
无锡新洛姿中优堂中医诊所有限公司,10万元人民币,无锡市新吴区长江国际雅园41
无锡市装甲大师健康科技有限公司,100万元人民币,无锡市江海东路523号F557
无锡市沐勒机械科技有限公司,4200万元人民币,无锡市锡山区东北塘街道宇寿医疗南农新河以西
宜兴市晴康大药房有限公司,10万元人民币,宜兴市新街街道兴业路183、185、187号
锡山区锡北行者商行,20万元人民币,锡山区锡北镇张泾锡港西路1—30号
江苏泽源生物科技有限公司,1000万元人民币,江阴市滨江西路2号2幢102室
今税桥企业服务无锡有限公司,100万元人民币,无锡市滨湖区隐秀路811-1512
无锡市萱德妇幼医院有限公司,1500万元人民币,无锡市湖滨路730号
无锡知更红襟美容管理有限公司,50万元人民币,无锡市永丰路223号二楼
立森印迹诊断技术（无锡）有限公司,300万元人民币,无锡市新吴区净慧东道66号5号楼5602室
无锡市颂唐工贸有限公司,300万元人民币,无锡市新吴区鸿山街道振兴路1号-07
无锡晨升健康管理有限公司,280万元人民币,无锡市南湖大道588号内613-X4室
江苏兰斯特科技有限公司,1000万元人民币,无锡新吴区梅村锡泰路243-1号
无锡市南卫医药商店有限公司新梁溪店,,无锡市滨湖区建筑路408-11、412-12
江阴芸康中医诊所有限公司,50万元人民币,江阴市丰产巷57号
无锡全谷俪康营养科技有限公司,300万元人民币,无锡市南长区运河东路557号时代国际C座517室
宜兴市新华药店有限公司,50万元人民币,宜兴市屺亭街道奔马花园屺山路146号
江阴创发金属材料有限公司,50万元人民币,江阴市滨江西路2号6幢604室
苏州民健医药连锁有限公司无锡厚桥店,,无锡市锡山区厚桥街道厚德苑A区52号商铺
无锡市修坤堂商贸有限公司,1000万元人民币,无锡市新吴区坊前街道坊镇路22号212室
无锡昌达医院管理有限公司,100万元人民币,无锡市梁溪区广益路291-1607
无锡博创华芯生物科技有限公司,500万元人民币,无锡市锡沪东路99号嘉饰茂A栋1616室
无锡智高点技术研发有限公司,100万元人民币,无锡惠山经济开发区堰新路311号1号楼1515-09室
无锡市欣妍丽化妆品有限公司,210万元人民币,无锡市阳光城市花园B区9号1001
无锡金瑞生物科技有限公司,100万元人民币,无锡市惠山区惠山万达商业广场199-1202
江阴德合人本健康养生咨询有限公司,50万元人民币,江阴市滨江中路245号
无锡莲泽堂生物科技有限公司,100万元人民币,无锡市滨湖区青山西路11号201室
无锡森舍营销策划服务有限公司,200万元人民币,无锡市锡沪东路6-2505
江苏厚普生物科技有限公司,500万元人民币,无锡新区菱湖大道97-1号传感网大学科技园兴业楼C区401/402/413号房
江阴安博生物医药有限公司,657.9万元人民币,江阴市城东街道东盛西路2号A4楼3单元3-5层
无锡宁春医院管理有限公司,100万元人民币,无锡市梁溪区广益路291-1607
无锡美尔润生物科技有限公司,100万元人民币,无锡市梁溪区江海东路588-21-706
无锡朱海珍管理咨询有限公司,200万元人民币,无锡市滨湖区绣溪路58-21-511
江苏春申堂药业有限公司,2000万元人民币,江阴市东盛西路2号A3、A4楼2单元1-3层
无锡市九畴生物科技有限公司,88万元人民币,无锡市滨湖区青祁路99-1045
无锡新合百泰生物技术有限公司,50万元人民币,无锡市中南西路88号蠡湖商旅大厦A座517室
无锡守恒医院管理有限公司,100万元人民币,无锡市梁溪区车站广场8凯达大厦711
无锡烨辉医药连锁有限公司文淳店,,无锡市上马墩路140-3
无锡隆释康健康管理咨询有限公司,100万元人民币,无锡市中山路333-9G
江阴安宠宠物医院有限公司江阴新华路分公司,,江阴市新华路164号
无锡金莎生物科技有限公司,100万元人民币,无锡市锡山经济开发区春雷春鑫路33号
无锡美乐奥瑞科技有限公司,1000万元人民币,无锡市锡山经济开发区春笋西路2号
无锡兰威君行生物科技有限公司,50万元人民币,无锡市梁溪区广瑞路926-7号
宜兴市天健医药连锁有限公司湖父药店,,宜兴市湖父镇银湖中路
善驰（无锡）电子商务有限公司,100万元人民币,无锡市梁溪区锡沪东路363-403
无锡品尚医院管理有限公司,100万元人民币,无锡市新吴区长江北路168号
钰彤生物科技（无锡）有限公司,50万元人民币,无锡市梁溪区锡沪家艺中心4-1715
江苏九基生物科技有限公司,1000万元人民币,江阴市东盛西路6号A7-1栋4楼
无锡辰茂生物科技有限公司,50万元人民币,无锡市梁溪区锡惠弄24号4楼
苏州民健医药连锁有限公司无锡金都店,,无锡市惠山区堰桥街道欣惠路213号
无锡嘉楷生物科技有限公司,1518万元人民币,宜兴市宜城街道万达广场113号2308室
无锡中研医院管理有限公司,200万元人民币,无锡市滨湖区梁青路815号二楼
无锡正和众泰医药连锁有限公司民润药店,,无锡市锡山区安镇街道查桥人民北路42、44号
无锡金世纪国民体质与健康研究有限公司,2500万元人民币,无锡市新吴区金城东路333号2#
宜兴市天健医药连锁有限公司锦绣药店,,宜兴市宜城街道人民中路9-4号
无锡云朵医院管理有限公司,100万元人民币,无锡市梁溪区兴源北路638-1702
无锡好芳德药业有限公司,9000万元人民币,无锡市锡山经济开发区芙蓉五路10号
天禄健康产业江苏有限公司,1000万元人民币,无锡市梁溪区金星苑商铺58-101号
无锡民康门诊部有限公司,200万元人民币,无锡市解放南路738-1第二层
江苏利太健康发展有限公司,1000万元人民币,宜兴市新街街道兴业路1号
无锡华飞杰希科技有限公司,1000万元人民币,无锡市滨湖区绣溪路50号K-park商务中心3号楼17层1721-1725
无锡麦手生物科技有限公司,50万元人民币,无锡市梁溪区复兴路121号益鹏集团8215-20
江苏美因茨生物科技有限公司,1000万元人民币,无锡市新开河5-3F
无锡市北盛投资发展有限公司,13000万元人民币,无锡市中南路86号
宜兴市天健医药连锁有限公司南新药店,,宜兴市和桥镇南中西路
无锡智和兴医药科技有限公司,1500万元人民币,无锡蠡园开发区吟白路1号研创大厦10楼1001室
江阴市旺荣防护用品有限公司,200万元人民币,无锡市江阴市长泾镇建工路28号
无锡烨辉医药连锁有限公司显庆店,,无锡市康桥丽景花园18-9、18-10
无锡烨辉医药连锁有限公司惠麓苑店,,无锡市山北镇惠麓苑二期103号-11
江苏长寿椿健康产业股份有限公司,10000万元人民币,宜兴市湖父镇张公村小路组
无锡烨辉医药连锁有限公司永昌店,,无锡市长江北路(金海段)527号
无锡晋锋科技有限公司,100万元人民币,无锡市新区东裕工业园303室
北塘区风飞沙电子商务经营部,10万元人民币,无锡市北塘区天域景园20-204
无锡华洋宏大生物科技有限公司,5万元人民币,无锡市清扬路91-99(单号)-5013、5014号
无锡市渝承新创生物科技有限公司,500万元人民币,无锡市梁溪区南禅寺商城116-1
江苏迪思瑞普新材料科技有限公司,1000万元人民币,江阴市东盛西路2号B13
无锡健达生物科技有限公司,80万元人民币,无锡市新吴区鸿山街道锦鸿路29号
无锡纳恩博生物技术有限公司,100万元人民币,无锡市锡山经济技术开发区春晖中路66号
宜兴市天健医药连锁有限公司徐舍药店,,宜兴市徐舍镇虹新路48号
江阴恒达中医诊所有限公司,5万元人民币,江阴市花北路449号
无锡弘轲生物科技有限公司,1000万元人民币,无锡惠山经济开发区惠山大道1719-1号D1523室
无锡亚诚桃树商贸有限公司,30万美元,无锡市新吴区清源路20号大学科技园立业楼A区411号房
新吴区丰和颐信息咨询服务中心,2万元人民币,无锡市新吴区梅村泰伯大道438-9号
江阴市广泰膜业科技有限公司,50万元人民币,江阴市华士镇海达路80号
无锡薇泰药物技术有限公司,100万元人民币,无锡惠山经济开发区惠山大道1699号5208室
镇江市建全百货商贸有限公司江阴分公司,,江阴市中山北路164号
无锡市述立通健康管理有限公司,100万元人民币,无锡市梁溪区清扬路81号403室
无锡蓝宇生物科技有限公司,10万元人民币,无锡市解放东路900-1601
无锡腾茂生物科技有限公司,1000万元人民币,宜兴市屺亭街道永宁路8号
江苏善艾堂养生有限公司,1000万元人民币,江阴市华士镇东华路501号
江阴安宠宠物医院有限公司人民东路分公司,,江阴市人民东路186号
江阴安宠宠物医院有限公司益健路分公司,,江阴市益健路32-2、3号
江阴市为民医药有限公司,58万元人民币,江阴市周庄镇周西村高僧桥92号
无锡市长春花贸易有限公司,10万元人民币,无锡市锡山区羊尖镇锡沪路计生中心北楼
江阴安宠宠物医院有限公司江阴西横街分公司,,江阴市南街29号
无锡市双心医药零售有限公司,50万元人民币,无锡市锡山区东港镇东湖塘锡港东路3号
无锡惠尔洁商贸有限公司,100万元人民币,无锡市滨湖区锦溪路100号科教创业园3号楼205-29
无锡正和众泰医药连锁有限公司雪浪大药房,,无锡市滨湖区雪浪街道望溪社区雪溪苑A区22-3
无锡一零八养老服务有限公司,2000万元人民币,无锡市南禅寺商城28-4C
无锡康以源医院管理有限公司,100万元人民币,无锡市梁溪区车站广场8凯达大厦七楼702
无锡裕基健康管理有限公司,200万元人民币,无锡市梁溪区锡沪东路6-1419
江苏森弥科技有限公司,2000万元人民币,无锡市新吴区金城大厦1-2517
无锡安迪瑞科技有限公司,100万元人民币,无锡市滨湖区太湖西大道1890-1803
无锡爱益德照明科技有限公司,100万元人民币,无锡市梁溪区野花园80号南大楼172
江苏君怡生物科技有限公司,1000万元人民币,宜兴市新街街道环科园茶泉路10号
无锡欧凯美尔医院管理有限公司,500万元人民币,无锡市梁溪区人民中路16号
无锡建林金属设备科技有限公司,100万元人民币,无锡市滨湖区梅园茶果场王巷78#
无锡多隆物资有限公司,700万元人民币,无锡市新吴区旺庄路180-1723
江阴吉民药业有限公司,15万元人民币,江阴市寿山路119号(西)-123号
无锡大亚医药贸易有限公司,100万元人民币,无锡市滨湖区五三零大厦1号十四层1406室
江阴安宠宠物医院有限公司文富北路分公司,,江阴市文富北路301-3号
伯特利（江阴）科技贸易有限公司,50万元人民币,江阴市周庄镇培元路105号
